Category	Term	Response	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0008219	cell death	6	1.477832512	4.52E-06	"P21240, P42736, Q8RW90, Q9C7N2"	128	35	17920	24	0.001125353	0.001121462	0.001049109
GOTERM_BP_DIRECT	GO:0006950	response to stress	6	1.477832512	0.00020408	"Q9C7X7, Q8GUM2, Q9SB00, Q9C7N2, Q9SKY8"	128	76	17920	11.05263158	0.049551421	0.025305976	0.023673332
GOTERM_BP_DIRECT	GO:0046938	phytochelatin biosynthetic process	3	0.738916256	0.000733706	Q9C7N2	128	6	17920	70	0.167031881	0.055668498	0.052076982
GOTERM_BP_DIRECT	GO:2000031	regulation of salicylic acid mediated signaling pathway	4	0.985221675	0.000897879	"Q9C7N2, Q9FDW1"	128	27	17920	20.74074074	0.200422888	0.055668498	0.052076982
GOTERM_BP_DIRECT	GO:0007623	circadian rhythm	6	1.477832512	0.001361326	"B9DFA8, Q9SB00, O50055, O23254, O81316"	128	115	17920	7.304347826	0.287660749	0.067521749	0.063165507
GOTERM_BP_DIRECT	GO:0010337	regulation of salicylic acid metabolic process	3	0.738916256	0.003139574	Q9C7N2	128	12	17920	35	0.542959714	0.129769067	0.121396869
GOTERM_BP_DIRECT	GO:0009737	response to abscisic acid	10	2.463054187	0.005352528	"Q39084, O81831, Q9LKA1, O23141, Q9FDW1, Q8GX72, Q9FNF8, Q5XV99, Q9SAA7"	128	458	17920	3.056768559	0.737199277	0.162299546	0.151828608
GOTERM_BP_DIRECT	GO:0009414	response to water deprivation	9	2.216748768	0.005889903	"F4HVY0, Q940D0, Q39084, Q9SIF2, Q9M9W9, P62598, Q9FDW1, Q9LHJ8, Q7DM58"	128	382	17920	3.298429319	0.77028638	0.162299546	0.151828608
GOTERM_BP_DIRECT	GO:0009646	response to absence of light	4	0.985221675	0.0066267	"Q9LPL5, Q8GX72, Q9C7N7, Q9SAA7"	128	54	17920	10.37037037	0.809011051	0.164342155	0.153739435
GOTERM_BP_DIRECT	GO:0006955	immune response	3	0.738916256	0.007875027	Q9C7N2	128	19	17920	22.10526316	0.860353849	0.177546068	0.166091483
GOTERM_BP_DIRECT	GO:0009735	response to cytokinin	4	0.985221675	0.012965231	"Q84TF4, Q940D0, P42736, P62598"	128	69	17920	8.115942029	0.961204584	0.208323852	0.194883604
GOTERM_BP_DIRECT	GO:0010038	response to metal ion	3	0.738916256	0.013438791	Q9C7N2	128	25	17920	16.8	0.965574139	0.208323852	0.194883604
GOTERM_BP_DIRECT	GO:1903842	response to arsenite ion	2	0.492610837	0.014124274	Q9SB00	128	2	17920	140	0.971045152	0.208323852	0.194883604
GOTERM_BP_DIRECT	GO:0010647	positive regulation of cell communication	2	0.492610837	0.014124274	F4HW02	128	2	17920	140	0.971045152	0.208323852	0.194883604
GOTERM_BP_DIRECT	GO:0009408	response to heat	6	1.477832512	0.014280264	"Q9C7X7, Q9SAJ4, Q9SIF2, Q9FDW1, Q9SKY8, Q9SSQ8"	128	201	17920	4.179104478	0.972163825	0.208323852	0.194883604
GOTERM_BP_DIRECT	GO:0010150	leaf senescence	5	1.231527094	0.018457341	"Q9LKA1, Q8GX72, P46644, Q9C7N7, Q9SAA7"	128	142	17920	4.929577465	0.990330908	0.235578782	0.220380151
GOTERM_BP_DIRECT	GO:0055063	sulfate ion homeostasis	2	0.492610837	0.021112007	Q9SB00	128	3	17920	93.33333333	0.99507374	0.235578782	0.220380151
GOTERM_BP_DIRECT	GO:0071461	cellular response to redox state	2	0.492610837	0.021112007	P92990	128	3	17920	93.33333333	0.99507374	0.235578782	0.220380151
GOTERM_BP_DIRECT	GO:0005975	carbohydrate metabolic process	8	1.97044335	0.021167983	"F4IEM5, Q9MAA2, B9DFA8, Q84VX0, Q8RX87, P92990, Q94A08"	128	390	17920	2.871794872	0.995143388	0.235578782	0.220380151
GOTERM_BP_DIRECT	GO:0042547	cell wall modification involved in multidimensional cell growth	2	0.492610837	0.028050601	P92990	128	4	17920	70	0.999161949	0.267559576	0.250297668
GOTERM_BP_DIRECT	GO:0015812	gamma-aminobutyric acid transport	2	0.492610837	0.028050601	F4HW02	128	4	17920	70	0.999161949	0.267559576	0.250297668
GOTERM_BP_DIRECT	GO:0048367	shoot system development	4	0.985221675	0.03249137	"Q940D0, O81831, P62598"	128	98	17920	5.714285714	0.999732048	0.285433903	0.267018812
GOTERM_BP_DIRECT	GO:0009626	plant-type hypersensitive response	4	0.985221675	0.034196455	"Q94F58, Q9C7N2"	128	100	17920	5.6	0.999827293	0.285433903	0.267018812
GOTERM_BP_DIRECT	GO:0000719	photoreactive repair	2	0.492610837	0.034940396	Q9SB00	128	5	17920	56	0.999857446	0.285433903	0.267018812
GOTERM_BP_DIRECT	GO:0010226	response to lithium ion	2	0.492610837	0.034940396	Q9LJ97	128	5	17920	56	0.999857446	0.285433903	0.267018812
GOTERM_BP_DIRECT	GO:0012501	programmed cell death	3	0.738916256	0.035679238	"P42736, Q9C7N2"	128	42	17920	10	0.999882197	0.285433903	0.267018812
GOTERM_BP_DIRECT	GO:0031537	regulation of anthocyanin metabolic process	2	0.492610837	0.041781734	"Q940D0, P62598"	128	6	17920	46.66666667	0.999975754	0.323808439	0.302917572
GOTERM_BP_DIRECT	GO:0009809	lignin biosynthetic process	3	0.738916256	0.052506488	Q9C7N2	128	52	17920	8.076923077	0.999998529	0.382988499	0.358279564
GOTERM_BP_DIRECT	GO:0045736	cyclin-dependent protein serine/threonine kinase activity	2	0.492610837	0.062018373	O81831	128	9	17920	31.11111111	0.999999881	0.393880055	0.368468438
GOTERM_BP_DIRECT	GO:0080036	regulation of cytokinin-activated signaling pathway	2	0.492610837	0.062018373	"Q940D0, P62598"	128	9	17920	31.11111111	0.999999881	0.393880055	0.368468438
GOTERM_BP_DIRECT	GO:0006873	cellular ion homeostasis	2	0.492610837	0.062018373	Q9LJ97	128	9	17920	31.11111111	0.999999881	0.393880055	0.368468438
GOTERM_BP_DIRECT	GO:0071486	cellular response to high light intensity	2	0.492610837	0.062018373	Q9SB00	128	9	17920	31.11111111	0.999999881	0.393880055	0.368468438
GOTERM_BP_DIRECT	GO:0009651	response to salt stress	7	1.724137931	0.064690754	"Q9FFA5, Q9C7A2, Q94KT8, Q9SIF2, O23141, Q9FDW1, Q02283"	128	399	17920	2.456140351	0.999999941	0.393880055	0.368468438
GOTERM_BP_DIRECT	GO:0009751	response to salicylic acid	4	0.985221675	0.065117267	"Q9LKA1, Q9FDW1, Q8GX72, Q9SAA7"	128	130	17920	4.307692308	0.999999948	0.393880055	0.368468438
GOTERM_BP_DIRECT	GO:0071368	cellular response to cytokinin stimulus	2	0.492610837	0.068669239	"Q940D0, P62598"	128	10	17920	28	0.99999998	0.405475509	0.379315799
GOTERM_BP_DIRECT	GO:0048509	regulation of meristem development	2	0.492610837	0.075273316	F4HW02	128	11	17920	25.45454545	0.999999997	0.434134472	0.406125797
GOTERM_BP_DIRECT	GO:0034765	regulation of ion transmembrane transport	2	0.492610837	0.094808059	Q9SB00	128	14	17920	20	1	0.502951987	0.470503471
GOTERM_BP_DIRECT	GO:0009650	UV protection	2	0.492610837	0.094808059	Q9SB00	128	14	17920	20	1	0.502951987	0.470503471
