Category	Term	Response	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0009873	ethylene-activated signaling pathway	20	3.407155026	7.21E-11	"O48538, Q52QU1, Q0WS06, Q8LDC8, Q8W4I5, P28186, Q9M644, Q8H1E4, Q9ZWJ9, Q8GWK2, Q9M210, Q9ZWA2, Q9FE67, P42736, O82503, Q9FH54, Q9SUK8, F4JSE7, Q9FJ90, Q8H0T5"	258	198	17920	7.015895388	3.02E-08	3.01E-08	2.96E-08
GOTERM_BP_DIRECT	GO:0009409	response to cold	20	3.407155026	2.22E-06	"O24646, Q9M9M4, O23553, Q8L8T7, Q04980, Q9FFN7, Q8H1E4, P92973, Q9ZQ80, Q04836, Q9SUM4, Q39084, Q9SVM8, P42759, Q9ZNS6, Q9LIS2, Q39023, Q9MAM3"	258	376	17920	3.694540656	0.000930771	0.00030966	0.000304475
GOTERM_BP_DIRECT	GO:0007623	circadian rhythm	10	1.703577513	4.18E-05	"O82256, P92973, Q9SB00, O50055, Q1G3I2, Q84V03, O81316, Q9SJU5, Q9LHH5"	258	115	17920	6.039770812	0.017361581	0.004367974	0.004294826
GOTERM_BP_DIRECT	GO:0009963	positive regulation of flavonoid biosynthetic process	4	0.681431005	9.78E-05	"Q9FI78, O24646"	258	7	17920	39.68992248	0.040147414	0.008175154	0.008038249
GOTERM_BP_DIRECT	GO:0010017	red or far-red light signaling pathway	5	0.851788756	0.000740152	"Q8L5W8, Q8H1E4, O24646, O04211, Q9LJB7"	258	29	17920	11.97540765	0.266728058	0.051563945	0.050700434
GOTERM_BP_DIRECT	GO:0030154	cell differentiation	9	1.533219761	0.002118089	"Q8RWW0, Q9ZQ80, Q9C758, O23553, Q9M000, Q9M2Z1, O81316"	258	159	17920	3.931548925	0.588695149	0.088536131	0.087053469
GOTERM_BP_DIRECT	GO:0010075	regulation of meristem growth	4	0.681431005	0.006612501	"O23553, Q9M2Z1"	258	27	17920	10.2899799	0.937951504	0.222560187	0.218833102
GOTERM_BP_DIRECT	GO:0006139	nucleobase-containing compound metabolic process	4	0.681431005	0.007328568	"Q9SB00, Q8LB72, Q84LH3"	258	28	17920	9.92248062	0.954131526	0.222560187	0.218833102
GOTERM_BP_DIRECT	GO:0009646	response to absence of light	5	0.851788756	0.007454169	"Q9FZH5, Q8L8T7, Q9SAA7, O80506"	258	54	17920	6.431237439	0.956500061	0.222560187	0.218833102
GOTERM_BP_DIRECT	GO:0009637	response to blue light	5	0.851788756	0.010149045	"Q8GZ38, O82256, Q9FZH5, Q8L8T7"	258	59	17920	5.886217317	0.986076487	0.231337334	0.227463264
GOTERM_BP_DIRECT	GO:0010236	plastoquinone biosynthetic process	3	0.511073254	0.010346583	Q9FI78	258	11	17920	18.94291755	0.987193486	0.231337334	0.227463264
GOTERM_BP_DIRECT	GO:0010115	regulation of abscisic acid biosynthetic process	3	0.511073254	0.010346583	"Q9ZQ80, Q9XI93"	258	11	17920	18.94291755	0.987193486	0.231337334	0.227463264
GOTERM_BP_DIRECT	GO:0009738	abscisic acid-activated signaling pathway	10	1.703577513	0.010407034	"O24646, Q9ZQ80, O48538, Q9FMM7, Q9XI93, Q04980, Q39023, Q9SLV1, O22932"	258	251	17920	2.767225671	0.987517105	0.231337334	0.227463264
GOTERM_BP_DIRECT	GO:0006952	defense response	18	3.066439523	0.01299416	"O48538, Q8L9T5, Q8LDC8, Q4F883, Q9SII6, Q9FFN7, Q6NKW9, Q9ZQ80, Q9FE67, Q9ZQG9, O04023, Q93VC9, Q9C8K0, Q9C8T9, Q9FLB4, Q9FG91"	258	651	17920	1.92048012	0.995831654	0.258645654	0.254314268
GOTERM_BP_DIRECT	GO:0042753	positive regulation of circadian rhythm	3	0.511073254	0.01439928	"O24646, O04211, O80877"	258	13	17920	16.02862254	0.99770531	0.265011105	0.26057312
GOTERM_BP_DIRECT	GO:0009626	plant-type hypersensitive response	6	1.022146508	0.014581951	"O48723, Q4F883, C0LGT6, Q94F58, F4JSE7, Q39023"	258	100	17920	4.16744186	0.997876781	0.265011105	0.26057312
GOTERM_BP_DIRECT	GO:0016042	lipid catabolic process	8	1.36286201	0.0204758	"O48723, F4HXL0, Q94CH7, Q1H583, Q4F883, Q9SIZ6, Q6NLP7"	258	191	17920	2.909208978	0.999828068	0.348045419	0.342216907
GOTERM_BP_DIRECT	GO:0050896	response to stimulus	5	0.851788756	0.02798747	"Q9M2S4, Q9FG33, Q9M1G3, F4IC29, O22833"	258	80	17920	4.341085271	0.999993169	0.389782729	0.383255267
GOTERM_BP_DIRECT	GO:0000024	maltose biosynthetic process	2	0.340715503	0.028478145	O23553	258	2	17920	69.45736434	0.999994471	0.389782729	0.383255267
GOTERM_BP_DIRECT	GO:0010647	positive regulation of cell communication	2	0.340715503	0.028478145	F4HW02	258	2	17920	69.45736434	0.999994471	0.389782729	0.383255267
GOTERM_BP_DIRECT	GO:0009651	response to salt stress	12	2.044293015	0.029660066	"Q8H1E4, Q9ZQ80, Q9SVM8, Q5E930, Q9C7A2, Q8RWC9, Q9XI93, Q04980, Q9LIS2, P93758, Q5EAF2"	258	399	17920	2.088943288	0.99999668	0.389782729	0.383255267
GOTERM_BP_DIRECT	GO:0010223	secondary shoot formation	3	0.511073254	0.029839826	"Q8VY26, Q9FII5, Q9C9A9"	258	19	17920	10.96695226	0.999996928	0.389782729	0.383255267
GOTERM_BP_DIRECT	GO:0071555	cell wall organization	10	1.703577513	0.031208286	"Q9FI78, Q9ZQB9, Q6R0C4, Q9M9M4, Q9ZQG9, Q9M8J2, Q6DBG8, O22807"	258	303	17920	2.292322255	0.9999983	0.395304959	0.388685019
GOTERM_BP_DIRECT	GO:0009740	gibberellic acid mediated signaling pathway	5	0.851788756	0.03519286	"O24646, Q8LFM2, Q9SKX1, B5X4Z9, Q9M644"	258	86	17920	4.038218857	0.999999698	0.432665157	0.425419568
GOTERM_BP_DIRECT	GO:0055063	sulfate ion homeostasis	2	0.340715503	0.042412799	Q9SB00	258	3	17920	46.30490956	0.999999987	0.455862936	0.448228868
GOTERM_BP_DIRECT	GO:0032260	jasmonic acid and ethylene-dependent systemic resistance	2	0.340715503	0.042412799	Q9C5Q9	258	3	17920	46.30490956	0.999999987	0.455862936	0.448228868
GOTERM_BP_DIRECT	GO:0000272	polysaccharide catabolic process	3	0.511073254	0.042532666	"O23553, Q9M2Z1"	258	23	17920	9.059656218	0.999999988	0.455862936	0.448228868
GOTERM_BP_DIRECT	GO:0045595	regulation of cell differentiation	3	0.511073254	0.045969962	"Q8H1E4, O23553"	258	24	17920	8.682170543	0.999999997	0.472266261	0.464357496
GOTERM_BP_DIRECT	GO:0015812	gamma-aminobutyric acid transport	2	0.340715503	0.056148352	F4HW02	258	4	17920	34.72868217	1	0.521555804	0.512821616
GOTERM_BP_DIRECT	GO:0006858	extracellular transport	2	0.340715503	0.056148352	"Q9SVM8, Q9LIS2"	258	4	17920	34.72868217	1	0.521555804	0.512821616
GOTERM_BP_DIRECT	GO:0009631	cold acclimation	4	0.681431005	0.059462862	"Q04836, Q39084, Q9SVM8, P42759"	258	62	17920	4.48112028	1	0.539557139	0.530521493
GOTERM_BP_DIRECT	GO:0048511	rhythmic process	3	0.511073254	0.060667908	"O04211, Q8L8T7, O80877"	258	28	17920	7.441860465	1	0.539557139	0.530521493
GOTERM_BP_DIRECT	GO:0006865	amino acid transport	4	0.681431005	0.069065717	"P92962, F4ILY9, Q84WE9, F4HW02"	258	66	17920	4.209537233	1	0.582588667	0.572832397
GOTERM_BP_DIRECT	GO:0010114	response to red light	4	0.681431005	0.069065717	"O24646, O82256, O04211, Q8L8T7"	258	66	17920	4.209537233	1	0.582588667	0.572832397
GOTERM_BP_DIRECT	GO:0000719	photoreactive repair	2	0.340715503	0.06968764	Q9SB00	258	5	17920	27.78294574	1	0.582588667	0.572832397
GOTERM_BP_DIRECT	GO:0006468	protein phosphorylation	5	0.851788756	0.07376629	"Q9SXB8, Q9LK43, Q39023, Q9LFS4, O22932"	258	110	17920	3.157152925	1	0.6045943	0.594469515
GOTERM_BP_DIRECT	GO:0033591	response to L-ascorbic acid	2	0.340715503	0.083033455	Q9FZH5	258	6	17920	23.15245478	1	0.651926524	0.641009094
GOTERM_BP_DIRECT	GO:0016117	carotenoid biosynthetic process	3	0.511073254	0.085199131	Q9FI78	258	34	17920	6.128590971	1	0.651926524	0.641009094
